trip_duration_days,miles_traveled,total_receipts_amount,reimbursement_amount,cost_per_mile,cost_per_day,receipts_ratio,miles_per_day,miles_traveled_scaled,total_receipts_amount_scaled,trip_duration_days_scaled
5,794.0,511.0,1139.94,1.4356926952141058,227.988,0.44826920715125357,158.8,0.5598768704810813,-0.9428595539826689,-0.5206189570790752
5,521.0,1448.55,1624.01,3.117101727447217,324.802,0.8919587933571838,104.2,-0.217626021335138,0.3198635371234166,-0.5206189570790752
5,595.0,863.93,1231.67,2.070033613445378,246.334,0.7014297660899428,119.0,-0.006874321721950371,-0.46752185407965496,-0.5206189570790752
5,811.0,952.39,1608.6,1.98347718865598,321.71999999999997,0.5920614198682084,162.2,0.6082928014733,-0.34838102464203097,-0.5206189570790752
5,477.0,704.42,1045.96,2.1927882599580713,209.192,0.6734674366132547,95.4,-0.3429378427267631,-0.6823551539168174,-0.5206189570790752
5,730.0,485.73,991.49,1.3582054794520548,198.298,0.4898990408375274,146.0,0.37760513027508114,-0.9768940188242782,-0.5206189570790752
5,262.0,1173.79,1485.59,5.670190839694656,297.118,0.7901170578692641,52.4,-0.9552569699812947,-0.05019224284811353,-0.5206189570790752
5,446.0,219.98,788.62,1.7682062780269059,157.724,0.27894296365803556,89.2,-0.43122571688904443,-1.3348148352729392,-0.5206189570790752
5,751.0,407.43,1063.46,1.416058588548602,212.692,0.38311737159836756,150.2,0.4374130450301749,-1.0823510270196879,-0.5206189570790752
5,324.0,128.94,686.54,2.1189506172839505,137.308,0.18781134384012585,64.8,-0.7786812216567321,-1.457430493333094,-0.5206189570790752
5,414.0,967.0,1368.94,3.3066183574879227,273.788,0.7063859628617762,82.8,-0.5223615869920445,-0.32870379744235106,-0.5206189570790752
5,367.0,290.78,742.25,2.0224795640326976,148.45,0.3917547995958235,73.4,-0.6562173962058258,-1.2394590730732584,-0.5206189570790752
5,764.0,848.75,1468.46,1.922068062827225,293.692,0.5779864620078177,152.8,0.4744369922595187,-0.4879667759750102,-0.5206189570790752
5,249.0,873.75,1185.24,4.76,237.048,0.7371924673483852,49.8,-0.9922809172106385,-0.45429595598924716,-0.5206189570790752
8,862.0,1817.85,1719.37,1.994628770301624,214.92125,1.057276793244037,107.75,0.7535405944499564,0.8172488899531082,0.24387290353630686
11,927.0,1994.33,1779.12,1.9192233009708737,161.7381818181818,1.1209642969557985,84.27272727272727,0.9386603305966753,1.0549379423966065,1.0083647641516889
9,602.0,186.69,1085.4,1.8029900332225914,120.60000000000001,0.17200110558319512,66.88888888888889,0.013061649863080893,-1.3796508991659813,0.49870352374143423
8,610.0,208.29,841.27,1.3791311475409835,105.15875,0.24758995328491448,76.25,0.03584561738883091,-1.350559310698282,0.24387290353630686
12,333.0,1103.21,1618.13,4.85924924924925,134.84416666666667,0.6817808210712365,27.75,-0.7530492581902634,-0.14525170183191966,1.2631953843568162
8,435.0,1129.65,1525.26,3.506344827586207,190.6575,0.7406278273868062,54.375,-0.46255367223695065,-0.10964144261497658,0.24387290353630686
9,218.0,1203.45,1561.63,7.163440366972478,173.51444444444445,0.7706370907321196,24.22222222222222,-1.0805687913729198,-0.010245182017004148,0.49870352374143423
12,781.0,1159.18,1752.72,2.244199743918054,146.06,0.6613606280523986,65.08333333333333,0.5228529232517375,-0.06986947004779331,1.2631953843568162
11,916.0,1036.91,2098.07,2.290469432314411,190.73363636363638,0.4942208791889689,83.27272727272727,0.907332375248769,-0.23454671643416317,1.0083647641516889
10,358.0,2066.62,1624.11,4.536620111731843,162.411,1.272463072082556,35.8,-0.6818493596722945,1.152300485467439,0.7535341439465616
12,566.0,2013.7,1752.03,3.095459363957597,146.0025,1.1493524654258205,47.166666666666664,-0.08946620400279418,1.0810260937215759,1.2631953843568162
9,954.0,1483.39,2024.2,2.121802935010482,224.91111111111113,0.7328277838158285,106.0,1.0155562209960816,0.3667871918555761,0.49870352374143423
9,534.0,1929.94,1624.87,3.042827715355805,180.5411111111111,1.1877504046477565,59.333333333333336,-0.18060207410579424,0.9682153784412755,0.49870352374143423
12,765.0,1343.97,1953.03,2.552980392156863,162.7525,0.6881461114268598,63.75,0.47728498820023746,0.17901176295897273,1.2631953843568162
8,630.0,967.69,1388.05,2.2032539682539682,173.50625,0.6971578833615505,78.75,0.09280553620320595,-0.3277744828107439,0.24387290353630686
10,909.0,696.0,1505.19,1.655874587458746,150.519,0.46240009566898527,90.9,0.8873964036637377,-0.6936954860880223,0.7535341439465616
10,223.0,745.89,1037.45,4.652242152466368,103.745,0.7189647693864765,22.3,-1.0663288116693261,-0.6265019977244337,0.7535341439465616
8,467.0,1178.71,1483.33,3.1762955032119913,185.41625,0.7946377407589681,58.375,-0.3714178021339506,-0.04356582547491526,0.24387290353630686
9,708.0,461.07,1110.6,1.56864406779661,123.39999999999999,0.41515397082658023,78.66666666666667,0.3149492195792686,-1.010106915658235,0.49870352374143423
9,885.0,1764.97,1694.37,1.9145423728813558,188.26333333333332,1.0416674044039969,98.33333333333333,0.8190445010864876,0.7460283715192223,0.49870352374143423
6,855.0,591.35,1339.72,1.5669239766081873,223.28666666666666,0.4413982026095005,142.5,0.7336046228649251,-0.8346415385484265,-0.2657883368739479
2,993.0,54.24,715.19,0.7202316213494462,357.595,0.07583998657699352,496.5,1.126628062684113,-1.558038903450554,-1.2851108176944575
5,685.0,747.14,1216.36,1.7757080291970802,243.272,0.6142424939984873,137.0,0.2494453129427373,-0.6248184567251456,-0.5206189570790752
3,981.0,341.45,813.95,0.8297145769622835,271.31666666666666,0.4194975121321948,327.0,1.092452111395488,-1.1712150551261138,-1.03028019748933
5,770.0,873.33,1502.49,1.9512857142857143,300.498,0.5812551165065991,154.0,0.4915249679038312,-0.45486162576500794,-0.5206189570790752
6,697.0,651.64,1237.71,1.7757675753228122,206.285,0.526488434285899,116.16666666666667,0.2836212642313623,-0.7534409890707603,-0.2657883368739479
3,795.0,450.85,743.94,0.9357735849056604,247.98000000000002,0.606030056187327,265.0,0.5627248664218,-1.0238715468684148,-1.03028019748933
3,606.0,1184.23,1364.54,2.251716171617162,454.84666666666664,0.8678602312867341,202.0,0.0244536336259559,-0.03613130842205881,-1.03028019748933
3,842.0,865.37,1251.14,1.485914489311164,417.0466666666667,0.6916652013363812,280.6666666666667,0.6965806756355813,-0.46558241484847496,-1.03028019748933
7,748.0,241.73,971.31,1.2985427807486631,138.75857142857143,0.24887008267185554,106.85714285714286,0.42886905720801866,-1.3055212218853254,-0.010957716668820516
7,624.0,148.16,905.79,1.4515865384615385,129.39857142857142,0.1635699223881915,89.14285714285714,0.07571756055889343,-1.4315443669280392,-0.010957716668820516
2,713.0,740.33,1048.28,1.4702384291725106,524.14,0.7062330675010494,356.5,0.32918919928286233,-0.6339903880892673,-1.2851108176944575
3,874.0,1191.4,1515.99,1.73454233409611,505.33,0.7858890889781596,291.3333333333333,0.7877165457385814,-0.026474517250141872,-1.03028019748933
6,761.0,530.19,1120.1,1.471879106438896,186.6833333333333,0.47334166592268556,126.83333333333333,0.4658930044373624,-0.9170138325615971,-0.2657883368739479
1,815.0,97.89,539.36,0.6617914110429448,539.36,0.18149288045090478,815.0,0.6196847852361751,-1.4992496517554115,-1.5399414378995848
1,601.0,497.7,644.12,1.071747088186356,644.12,0.772682108923803,601.0,0.010213653922362141,-0.9607724302150947,-1.5399414378995848
7,817.0,1127.87,1809.91,2.21531211750306,258.55857142857144,0.6231635827195826,116.71428571428571,0.6253807771176125,-0.11203880499796318,-0.010957716668820516
1,606.0,923.0,1050.05,1.7327557755775578,1050.05,0.8790057616303986,606.0,0.0244536336259559,-0.38796444061729396,-1.5399414378995848
1,909.0,741.82,866.07,0.9527722772277228,866.07,0.856535845832323,909.0,0.8873964036637377,-0.6319836072181159,-1.5399414378995848
3,624.0,1160.92,1459.34,2.3386858974358975,486.44666666666666,0.7955102991763401,208.0,0.07571756055889343,-0.0675259809767842,-1.03028019748933
4,650.0,619.49,676.38,1.0405846153846154,169.095,0.9158904757680594,162.5,0.14976545501758098,-0.7967416635724516,-0.7754495772842026
6,204.0,818.99,628.4,3.080392156862745,104.73333333333333,1.303294080203692,34.0,-1.1204407345429823,-0.5280485200860625,-0.2657883368739479
1,263.0,396.49,198.42,0.7544486692015209,198.42,1.9982360649128115,263.0,-0.952408974040576,-1.097085377845458,-1.5399414378995848
1,451.0,555.49,162.18,0.3596008869179601,162.18,3.4251449007275867,451.0,-0.4169857371854506,-0.8829389627360049,-1.5399414378995848
10,424.0,474.99,831.96,1.9621698113207549,83.196,0.5709288908120582,42.4,-0.49388162758485693,-0.9913590030901619,0.7535341439465616
2,565.0,389.49,415.96,0.7362123893805309,207.98,0.9363640734686028,282.5,-0.09231419994351293,-1.1065132074414716,-1.2851108176944575
9,397.0,348.49,913.29,2.300478589420655,101.47666666666666,0.381576498155022,44.111111111111114,-0.5707775179842632,-1.161733352218123,0.49870352374143423
1,532.0,413.99,355.57,0.6683646616541353,355.57,1.1642995753297523,532.0,-0.18629806598723175,-1.0735158038554238,-1.5399414378995848
2,384.0,495.49,290.36,0.7561458333333334,145.18,1.7064678330348533,192.0,-0.607801465213607,-0.9637489307018362,-1.2851108176944575
5,754.0,489.99,765.13,1.014761273209549,153.026,0.6404009776116477,150.8,0.4459570328523312,-0.9711565110987042,-0.5206189570790752
1,344.46,813.85,707.88,2.0550426754920745,707.88,1.1497005142114483,344.46,-0.7204112247096265,-0.5349712406751354,-1.5399414378995848
3,906.3,540.03,848.42,0.9361359373275957,282.8066666666667,0.6365125763183329,302.09999999999997,0.879706814623797,-0.9037609978152009,-1.03028019748933
3,1007.56,187.52,764.64,0.7589026956211045,254.88,0.24523958987235825,335.8533333333333,1.1680948835809777,-1.378533027942454,-1.03028019748933
1,359.62,221.15,255.57,0.7106668149713586,255.57,0.8653206557890206,359.62,-0.6772356062483302,-1.3332390408976056,-1.5399414378995848
1,362.79,749.19,636.51,1.7544860663193582,636.51,1.1770278550219164,362.79,-0.6682074591162517,-0.6220574494863129,-1.5399414378995848
1,288.72,159.26,303.94,1.0527154336381268,303.94,0.5239849970388892,288.72,-0.8791585184452896,-1.4165945228543606,-1.5399414378995848
2,782.17,830.72,1165.44,1.4900085659127813,582.72,0.7127951674903898,391.085,0.5261850785023783,-0.5122501713487425,-1.2851108176944575
2,623.18,347.54,625.15,1.0031612054302128,312.575,0.5559305766616013,311.59,0.07338220388750391,-1.163012843377582,-1.2851108176944575
3,1061.15,388.5,693.36,0.6534043254959242,231.12,0.5603149878850814,353.7166666666667,1.320718986044096,-1.1078465719129078,-1.03028019748933
1,252.75,285.5,331.74,1.3125222551928784,331.74,0.8606137336468318,252.75,-0.9816009324329432,-1.2465703502542516,-1.5399414378995848
3,1020.39,250.62,779.08,0.7635119905134312,259.6933333333333,0.3216871181393438,340.13,1.2046346715003995,-1.293547878298388,-1.03028019748933
1,257.97,816.81,738.01,2.8608365313796176,738.01,1.1067736209536456,257.97,-0.9667343936223912,-0.5309846155888212,-1.5399414378995848
3,1025.03,592.55,992.4,0.9681667853623797,330.8,0.5970878677952438,341.6766666666667,1.2178493726653343,-0.8330253391891099,-1.03028019748933
2,794.32,402.31,671.06,0.8448232450397823,335.53,0.5995142014126904,397.16,0.5607882291821114,-1.0892468109527724,-1.2851108176944575
1,276.85,485.54,361.66,1.3063391728372764,361.66,1.3425316595697616,276.85,-0.9129642302616212,-0.97714991705617,-1.5399414378995848
2,851.68,473.96,650.68,0.7639958669922976,325.34,0.7284072047703941,425.84,0.7241492763417388,-0.9927462408735753,-1.2851108176944575
3,859.12,611.07,960.47,1.1179695502374523,320.1566666666667,0.6362197674055411,286.37333333333333,0.7453383661406864,-0.8080819957436565,-1.03028019748933
3,1317.07,476.87,787.42,0.5978573652121755,262.4733333333333,0.6056107287089483,439.0233333333333,2.0495781071928385,-0.9888269574272326,-1.03028019748933
1,388.1,827.37,741.46,1.910486987889719,741.46,1.1158659941197098,388.1,-0.5961246818566601,-0.5167620612268348,-1.5399414378995848
1,264.39,758.27,636.19,2.4062559098301755,636.19,1.1918923592008674,264.39,-0.948450259682977,-0.6098282076674838,-1.5399414378995848
5,198.21,594.83,807.48,4.073861056455275,161.496,0.7366498241442513,39.642,-1.1369306310397438,-0.8299545604064082,-0.5206189570790752
6,72.85,457.75,666.59,9.150171585449556,111.09833333333334,0.68670397095666,12.141666666666666,-1.4939554021682466,-1.0145784005523442,-0.2657883368739479
8,297.64,481.09,835.08,2.8056712807418362,104.385,0.576100493365905,37.205,-0.8537543946540784,-0.9831433230136359,0.24387290353630686
7,237.33,1262.27,1452.17,6.11877975814267,207.45285714285714,0.8692301865484068,33.90428571428571,-1.0255170298388263,0.06897552324549905,-0.010957716668820516
5,195.73,1228.49,511.23,2.6119143718387576,102.24600000000001,2.403008430647654,39.146,-1.1439936609727264,0.023479511280736064,-0.5206189570790752
8,276.28,1179.9,1522.6,5.51107572028377,190.325,0.7749244712990938,34.535,-0.914587587947831,-0.04196309444359287,0.24387290353630686
8,302.24,1046.04,1353.77,4.479122551614611,169.22125,0.772686645441988,37.78,-0.8406536133267721,-0.22225013297536267,0.24387290353630686
8,266.87,252.08,880.41,3.299021995728257,110.05125,0.28632114582978385,33.35875,-0.9413872297499944,-1.2915815024112194,0.24387290353630686
9,310.69,239.64,828.16,2.665550870642763,92.01777777777778,0.2893643740340031,34.52111111111111,-0.8165880476276988,-1.3083361024361353,0.49870352374143423
6,222.08,709.07,1031.34,4.644002161383285,171.89,0.6875230282932885,37.013333333333335,-1.0689489679347872,-0.6760923813994654,-0.2657883368739479
8,264.94,720.67,1019.85,3.849362119725221,127.48125,0.7066431337941854,33.1175,-0.9468838619155816,-0.6604691209260715,0.24387290353630686
8,161.15,1230.37,1499.24,9.303381942289791,187.405,0.8206624689842853,20.14375,-1.242477360602781,0.026011556943665283,0.24387290353630686
9,259.96,554.74,835.54,3.214109863055855,92.83777777777777,0.6639299135888168,28.88444444444444,-0.961066881700361,-0.8839490873355779,0.49870352374143423
9,97.85,518.56,850.57,8.692590700051099,94.50777777777779,0.6096617562340547,10.872222222222222,-1.422755503650278,-0.9326774980189743,0.49870352374143423
9,194.34,1054.93,1374.9,7.074714418030257,152.76666666666668,0.7672776201905593,21.593333333333334,-1.1479523753303253,-0.2102767893884252,0.49870352374143423
9,332.35,374.61,830.45,2.498721227621483,92.27222222222223,0.4510927810223373,36.92777777777778,-0.7549004555517305,-1.1265540794969977,0.49870352374143423
5,126.44,696.14,845.35,6.685779816513762,169.07,0.8234932276571834,25.288,-1.3413312997051288,-0.6935069294961022,-0.5206189570790752
5,66.13,848.03,1050.25,15.881596854680177,210.05,0.8074553677695786,13.225999999999999,-1.5130939348898766,-0.4889364955906002,-0.5206189570790752
6,135.34,1144.13,1478.11,10.92145707108024,246.35166666666666,0.7740492926778116,22.55666666666667,-1.3159841358327318,-0.0901393036792226,-0.2657883368739479
6,233.7,346.98,648.57,2.7752246469833124,108.09500000000001,0.5349923678245987,38.949999999999996,-1.0358552551036355,-1.163767069745263,-0.2657883368739479
9,849.0,1007.41,1785.47,2.103027090694935,198.38555555555556,0.5642267862243555,94.33333333333333,0.7165166472206126,-0.2742782840173637,0.49870352374143423
6,806.0,1760.64,1718.76,2.132456575682382,286.46,1.0243664036863787,134.33333333333334,0.5940528217697063,0.7401965854976883,-0.2657883368739479
8,891.0,1194.36,2016.46,2.2631425364758697,252.0575,0.5923053271574937,111.375,0.8361324767308002,-0.022487892163827787,0.24387290353630686
9,1182.0,1342.24,2164.15,1.8309221658206432,240.4611111111111,0.620215789108888,131.33333333333334,1.664899295479957,0.1766817422159579,0.49870352374143423
7,1010.0,1514.03,2063.98,2.0435445544554454,294.8542857142857,0.7335487746974292,144.28571428571428,1.1750439936763317,0.40805414883012714,-0.010957716668820516
8,892.0,1768.53,1902.37,2.132701793721973,237.79625,0.9296456525281622,111.5,0.838980472671519,0.7508230962851948,0.24387290353630686
6,825.0,1692.73,1817.77,2.203357575757576,302.96166666666664,0.9312124196130424,137.5,0.6481647446433626,0.6487331700883614,-0.2657883368739479
8,1118.0,1758.52,1852.47,1.6569499105545618,231.55875,0.9492839290244915,139.75,1.482627555273957,0.7373412999628954,0.24387290353630686
8,1064.0,1756.52,1857.04,1.7453383458646616,232.13,0.9458708482315944,133.0,1.3288357744751442,0.7346476343640344,0.24387290353630686
6,811.0,1252.04,1771.8,2.1847102342786684,295.3,0.7066486059374647,135.16666666666666,0.6082928014733,0.055197423707324784,-0.2657883368739479
7,889.0,1417.96,1826.08,2.0540832395950503,260.86857142857144,0.7765048628756681,127.0,0.8304364848493627,0.27866392178883703,-0.010957716668820516
9,1012.0,1429.04,1880.76,1.8584584980237153,208.97333333333333,0.7598204980965142,112.44444444444444,1.1807399855577692,0.2935868292065271,0.49870352374143423
6,909.0,1332.18,1720.21,1.8924202420242024,286.70166666666665,0.7744287034722505,151.5,0.8873964036637377,0.16313260425368692,-0.2657883368739479
9,1096.0,1690.22,1894.85,1.7288777372262774,210.5388888888889,0.8920072828983825,121.77777777777777,1.4199716445781443,0.6453526197617908,0.49870352374143423
9,913.0,1021.29,1964.86,2.152092004381161,218.31777777777776,0.5197774905082296,101.44444444444444,0.8987883874266127,-0.25558424476126806,0.49870352374143423
6,1006.0,1219.71,1803.97,1.793210735586481,300.6616666666667,0.6761254344584444,167.66666666666666,1.1636520099134566,0.01165431930173612,-0.2657883368739479
6,907.0,1650.17,1737.86,1.9160529217199558,289.6433333333333,0.9495413899853844,151.16666666666666,0.8817004117823002,0.5914119661445985,-0.2657883368739479
9,816.0,1171.81,1780.58,2.1820833333333334,197.8422222222222,0.6581057857552034,90.66666666666667,0.6225327811768938,-0.05285897179098598,0.49870352374143423
7,1006.0,1181.33,2279.82,2.266222664015905,325.68857142857144,0.518168100990429,143.71428571428572,1.1636520099134566,-0.04003712354040744,-0.010957716668820516
6,835.0,1404.28,1765.79,2.1147185628742515,294.29833333333335,0.7952701057317122,139.16666666666666,0.6766447040505501,0.2602392490926274,-0.2657883368739479
12,528.0,2476.41,1662.88,3.1493939393939394,138.57333333333335,1.4892295294910034,44.0,-0.19769004975010676,1.7042190983460723,1.2631953843568162
4,69.0,2321.49,322.0,4.666666666666667,80.5,7.2095962732919245,17.25,-1.504920186540014,1.4955677610582958,-0.7754495772842026
11,1179.0,31.36,1550.55,1.3151399491094147,140.95909090909092,0.02022508142272097,107.18181818181819,1.6563553076578008,-1.5888544379015244,1.0083647641516889
13,756.0,954.4,1793.07,2.371785714285714,137.92846153846153,0.5322714673716029,58.15384615384615,0.45165302473376867,-0.3456738907151756,1.5180260045619436
1,123.0,2076.65,1171.68,9.525853658536587,1171.68,1.7723695889662707,123.0,-1.3511284057412012,1.1658092184457274,-1.5399414378995848
3,1162.0,2152.66,1434.71,1.2346901893287436,478.2366666666667,1.500414717956939,387.3333333333333,1.607939376665582,1.268181979530441,-1.03028019748933
1,822.0,2170.53,1374.91,1.6726399026763992,1374.91,1.5786706038940732,822.0,0.6396207568212063,1.2922498816562649,-1.5399414378995848
11,558.0,1549.86,1823.47,3.2678673835125447,165.77,0.8499509177557074,50.72727272727273,-0.11225017152854419,0.4563111680337226,1.0083647641516889
2,753.0,1111.16,1353.87,1.7979681274900396,676.935,0.8207287258008525,376.5,0.4431090369116124,-0.13454438107644692,-1.2851108176944575
10,224.0,407.51,794.7,3.5477678571428575,79.47,0.5127846986284132,22.4,-1.0634808157286073,-1.0822432803957336,0.7535341439465616
6,383.0,462.79,800.3,2.089556135770235,133.38333333333333,0.57827064850681,63.833333333333336,-0.6106494611543257,-1.0077903632432144,-0.2657883368739479
8,1005.0,1391.37,1987.39,1.9775024875621892,248.42375,0.7000991249830179,125.625,1.1608040139727378,0.24285163765197926,0.24387290353630686
10,1145.0,311.43,1366.61,1.193545851528384,136.661,0.22788505864877326,114.5,1.559523445673363,-1.211646975765018,0.7535341439465616
5,1004.0,2367.63,1743.85,1.736902390438247,348.77,1.3577027840697309,200.8,1.1579560180320192,1.5577106264240206,-0.5206189570790752
5,873.0,1402.35,1676.79,1.920721649484536,335.358,0.8363301307856081,174.6,0.7848685497978627,0.2576398617897264,-0.5206189570790752
2,165.0,1813.32,1273.45,7.717878787878788,636.725,1.4239428324629941,82.5,-1.2315125762310137,0.8111477373716879,-1.2851108176944575
5,1076.0,190.33,879.65,0.8175185873605948,175.93,0.2163701472176434,215.2,1.3630117257637693,-1.3747484277760542,-0.5206189570790752
12,986.0,2390.92,1760.0,1.7849898580121704,146.66666666666666,1.3584772727272727,82.16666666666667,1.1066920910990816,1.5890783623227573,1.2631953843568162
7,948.0,657.17,1578.97,1.6655801687763714,225.56714285714287,0.4162017011089507,135.42857142857142,0.998468245351769,-0.7459930036899096,-0.010957716668820516
3,429.0,2400.13,1411.95,3.2912587412587415,470.65000000000003,1.699868975530295,143.0,-0.4796416478812632,1.6014826924055126,-1.03028019748933
4,362.0,646.43,788.53,2.178259668508287,197.1325,0.8197912571493792,90.5,-0.6704573759094196,-0.7604579879557934,-0.7754495772842026
2,622.0,1871.56,1494.23,2.402299035369775,747.115,1.2525247117244334,311.0,0.07002156867745593,0.8895872796105215,-1.2851108176944575
1,140.0,255.99,150.34,1.0738571428571428,150.34,1.7027404549687375,140.0,-1.3027124747489824,-1.2863153861654462,-1.5399414378995848
8,123.0,612.55,851.24,6.920650406504065,106.405,0.7195972933602743,15.375,-1.3511284057412012,-0.8060886832004994,0.24387290353630686
4,87.0,2463.92,1413.52,16.24735632183908,353.38,1.743109400645198,21.75,-1.4536562596070763,1.6873971566811854,-0.7754495772842026
10,164.0,1144.9,1516.43,9.246524390243902,151.643,0.7549969335874389,16.4,-1.2343605721717323,-0.08910224242366113,0.7535341439465616
1,989.0,2196.84,1439.17,1.4551769464105158,1439.17,1.5264631697436717,989.0,1.1152360789212379,1.3276850526092818,-1.5399414378995848
4,470.0,1968.63,1501.1,3.1938297872340424,375.275,1.3114582639397776,117.5,-0.3628738143117944,1.0203243394512425,-0.7754495772842026
1,37.0,1397.17,1092.94,29.53891891891892,1092.94,1.2783592877925596,37.0,-1.596056056643014,0.25066326788867654,-1.5399414378995848
8,488.0,439.7,1030.13,2.1109221311475412,128.76625,0.4268393309582285,61.0,-0.3116098873788568,-1.038888732582065,0.24387290353630686
12,757.0,897.4,1780.07,2.3514795244385733,148.33916666666667,0.5041374777396395,63.083333333333336,0.45450102067448744,-0.4224433602827154,1.2631953843568162
14,958.0,1727.76,2065.16,2.155699373695198,147.51142857142855,0.8366228282554379,68.42857142857143,1.0269482047589567,0.6959127230524126,1.772856624767071
2,456.0,2390.7,1342.39,2.9438377192982457,671.195,1.7809280462458745,228.0,-0.40274575748185687,1.5887820591068822,-1.2851108176944575
5,733.0,41.18,771.83,1.052974079126876,154.366,0.05335371778759571,146.6,0.3861491180972374,-1.5756285398111165,-0.5206189570790752
5,291.0,1279.7,1477.12,5.076013745704467,295.424,0.8663480285961873,58.2,-0.8726650877004509,0.09245081893957312,-0.5206189570790752
10,478.0,2091.79,1568.41,3.281192468619247,156.841,1.3337010093024144,47.8,-0.34008984678604437,1.1862002670291052,0.7535341439465616
8,817.0,1455.73,1847.26,2.2610281517747857,230.9075,0.7880482444268809,102.125,0.6253807771176125,0.3295337966233278,0.24387290353630686
6,1043.0,1404.35,1807.42,1.7329050814956857,301.2366666666667,0.7769915127640503,173.83333333333334,1.2690278597200504,0.26033352738858745,-0.2657883368739479
2,958.0,1855.58,1549.54,1.617473903966597,774.77,1.1975037753139641,479.0,1.0269482047589567,0.8680648914756217,-1.2851108176944575
9,524.0,474.75,935.4,1.785114503816794,103.93333333333334,0.5075368826170622,58.22222222222222,-0.20908203351298177,-0.9916822429620253,0.49870352374143423
6,45.0,81.59,522.58,11.61288888888889,87.09666666666668,0.15612920509778408,7.5,-1.573272089117264,-1.5212030263861294,-0.2657883368739479
8,342.0,2259.06,1502.02,4.39187134502924,187.7525,1.5040145936805103,42.75,-0.7274172947237946,1.4114849893898487,0.24387290353630686
